Moisture Data ASCII output
Logger ID:  IENWUP002SMP
Last Sampling Interval: 30 minutes
Selected Sites, Probes and Sensors: 
Default: P1: 10[A1], 20[A2], 30[A3], 40[A4], 60[A5], 80[A6]
Output Type:  Separate
Index   ,"Date Time"                   ,A1.Raw      ,A1.Moisture[mm]  ,A2.Raw      ,A2.Moisture[mm]  ,A3.Raw      ,A3.Moisture[mm]  ,A4.Raw      ,A4.Moisture[mm]  ,A5.Raw      ,A5.Moisture[mm]  ,A6.Raw      ,A6.Moisture[mm]  ,
0       ,"2016-12-08 22:30:00"         ,65535       ,25.688690        ,65535       ,32.031502        ,65535       ,33.661442        ,65535       ,33.881577        ,65535       ,40.709007        ,65535       ,48.272209        ,
1       ,"2016-12-08 23:00:00"         ,65535       ,25.667690        ,65535       ,32.031502        ,65535       ,33.653313        ,65535       ,33.881577        ,65535       ,40.709007        ,65535       ,48.272209        ,
2       ,"2016-12-08 23:30:00"         ,65535       ,25.646711        ,65535       ,32.020638        ,65535       ,33.645180        ,65535       ,33.873341        ,65535       ,40.709007        ,65535       ,48.272209        ,
3       ,"2016-12-09 00:00:00"         ,65535       ,25.618744        ,65535       ,31.998917        ,65535       ,33.637051        ,65535       ,33.865105        ,65535       ,40.709007        ,65535       ,48.272209        ,
4       ,"2016-12-09 00:30:00"         ,65535       ,25.576828        ,65535       ,31.988060        ,65535       ,33.628918        ,65535       ,33.865105        ,65535       ,40.709007        ,65535       ,48.262051        ,
5       ,"2016-12-09 01:00:00"         ,65535       ,25.534958        ,65535       ,31.977215        ,65535       ,33.628918        ,65535       ,33.856869        ,65535       ,40.699730        ,65535       ,48.262051        ,
6       ,"2016-12-09 01:30:00"         ,65535       ,25.479193        ,65535       ,31.977215        ,65535       ,33.620785        ,65535       ,33.856869        ,65535       ,40.699730        ,65535       ,48.262051        ,
7       ,"2016-12-09 02:00:00"         ,65535       ,25.423504        ,65535       ,31.955513        ,65535       ,33.620785        ,65535       ,33.848625        ,65535       ,40.699730        ,65535       ,48.262051        ,
8       ,"2016-12-09 02:30:00"         ,65535       ,25.367880        ,65535       ,31.955513        ,65535       ,33.612659        ,65535       ,33.848625        ,65535       ,40.699730        ,65535       ,48.262051        ,
9       ,"2016-12-09 03:00:00"         ,65535       ,25.305389        ,65535       ,31.944664        ,65535       ,33.604530        ,65535       ,33.840393        ,65535       ,40.690479        ,65535       ,48.262051        ,
10      ,"2016-12-09 03:30:00"         ,65535       ,25.243002        ,65535       ,31.922983        ,65535       ,33.596409        ,65535       ,33.840393        ,65535       ,40.690479        ,65535       ,48.262051        ,
11      ,"2016-12-09 04:00:00"         ,65535       ,25.180698        ,65535       ,31.912142        ,65535       ,33.596409        ,65535       ,33.832172        ,65535       ,40.690479        ,65535       ,48.262051        ,
12      ,"2016-12-09 04:30:00"         ,65535       ,25.125395        ,65535       ,31.901302        ,65535       ,33.588280        ,65535       ,33.832172        ,65535       ,40.690479        ,65535       ,48.262051        ,
13      ,"2016-12-09 05:00:00"         ,65535       ,25.070160        ,65535       ,31.890467        ,65535       ,33.580154        ,65535       ,33.823933        ,65535       ,40.690479        ,65535       ,48.262051        ,
14      ,"2016-12-09 05:30:00"         ,65535       ,25.028784        ,65535       ,31.879631        ,65535       ,33.580154        ,65535       ,33.823933        ,65535       ,40.681206        ,65535       ,48.251892        ,
15      ,"2016-12-09 06:00:00"         ,65535       ,24.994335        ,65535       ,31.868807        ,65535       ,33.572037        ,65535       ,33.815704        ,65535       ,40.681206        ,65535       ,48.251892        ,
16      ,"2016-12-09 06:30:00"         ,65535       ,24.966797        ,65535       ,31.857977        ,65535       ,33.572037        ,65535       ,33.815704        ,65535       ,40.681206        ,65535       ,48.251892        ,
17      ,"2016-12-09 07:00:00"         ,65535       ,24.946159        ,65535       ,31.847149        ,65535       ,33.563911        ,65535       ,33.807476        ,65535       ,40.681206        ,65535       ,48.251892        ,
18      ,"2016-12-09 07:30:00"         ,65535       ,24.918652        ,65535       ,31.847149        ,65535       ,33.563911        ,65535       ,33.807476        ,65535       ,40.671944        ,65535       ,48.251892        ,
19      ,"2016-12-09 08:00:00"         ,65535       ,24.898031        ,65535       ,31.825499        ,65535       ,33.555798        ,65535       ,33.807476        ,65535       ,40.671944        ,65535       ,48.251892        ,
20      ,"2016-12-09 08:30:00"         ,65535       ,24.877420        ,65535       ,31.825499        ,65535       ,33.547672        ,65535       ,33.799240        ,65535       ,40.671944        ,65535       ,48.251892        ,
21      ,"2016-12-09 09:00:00"         ,65535       ,24.863689        ,65535       ,31.814686        ,65535       ,33.547672        ,65535       ,33.791016        ,65535       ,40.671944        ,65535       ,48.251892        ,
22      ,"2016-12-09 09:30:00"         ,65535       ,24.843098        ,65535       ,31.803867        ,65535       ,33.539551        ,65535       ,33.791016        ,65535       ,40.671944        ,65535       ,48.251892        ,
