Moisture Data ASCII output
Logger ID:  IENWUP001SMP
Last Sampling Interval: 30 minutes
Selected Sites, Probes and Sensors: 
Default: P1: 10[A1], 20[A2], 40[A3], 60[A4], 80[A5], 100[A6]
Output Type:  Separate
Index   ,"Date Time"                   ,A1.Raw      ,A1.Moisture[mm]  ,A2.Raw      ,A2.Moisture[mm]  ,A3.Raw      ,A3.Moisture[mm]  ,A4.Raw      ,A4.Moisture[mm]  ,A5.Raw      ,A5.Moisture[mm]  ,A6.Raw      ,A6.Moisture[mm]  ,
0       ,"2016-09-16 15:00:00"         ,65535       ,27.969337        ,65535       ,17.607344        ,65535       ,16.284380        ,65535       ,25.684055        ,65535       ,32.590580        ,65535       ,32.915089        ,
1       ,"2016-09-16 15:30:00"         ,65535       ,27.918180        ,65535       ,17.591543        ,65535       ,16.279131        ,65535       ,25.677071        ,65535       ,32.582813        ,65535       ,32.915089        ,
2       ,"2016-09-16 16:00:00"         ,65535       ,27.881676        ,65535       ,17.583643        ,65535       ,16.273884        ,65535       ,25.663116        ,65535       ,32.590580        ,65535       ,32.915089        ,
3       ,"2016-09-16 16:30:00"         ,65535       ,27.845198        ,65535       ,17.575747        ,65535       ,16.268639        ,65535       ,25.642185        ,65535       ,32.582813        ,65535       ,32.915089        ,
4       ,"2016-09-16 17:00:00"         ,65535       ,27.808743        ,65535       ,17.567850        ,65535       ,16.263391        ,65535       ,25.628246        ,65535       ,32.590580        ,65535       ,32.915089        ,
5       ,"2016-09-16 17:30:00"         ,65535       ,27.794172        ,65535       ,17.559959        ,65535       ,16.258144        ,65535       ,25.614302        ,65535       ,32.582813        ,65535       ,32.915089        ,
6       ,"2016-09-16 18:00:00"         ,65535       ,27.779606        ,65535       ,17.559959        ,65535       ,16.252901        ,65535       ,25.593401        ,65535       ,32.582813        ,65535       ,32.915089        ,
7       ,"2016-09-16 18:30:00"         ,65535       ,27.772324        ,65535       ,17.552067        ,65535       ,16.247656        ,65535       ,25.586432        ,65535       ,32.582813        ,65535       ,32.915089        ,
8       ,"2016-09-16 19:00:00"         ,65535       ,27.772324        ,65535       ,17.552067        ,65535       ,16.242414        ,65535       ,25.572506        ,65535       ,32.582813        ,65535       ,32.915089        ,
9       ,"2016-09-16 19:30:00"         ,65535       ,27.772324        ,65535       ,17.552067        ,65535       ,16.237171        ,65535       ,25.558588        ,65535       ,32.582813        ,65535       ,32.915089        ,
10      ,"2016-09-16 20:00:00"         ,65535       ,27.779606        ,65535       ,17.544182        ,65535       ,16.226692        ,65535       ,25.537710        ,65535       ,32.582813        ,65535       ,32.915089        ,
11      ,"2016-09-16 20:30:00"         ,65535       ,27.786888        ,65535       ,17.544182        ,65535       ,16.221455        ,65535       ,25.523796        ,65535       ,32.575039        ,65535       ,32.923065        ,
12      ,"2016-09-16 21:00:00"         ,65535       ,27.794172        ,65535       ,17.544182        ,65535       ,16.216219        ,65535       ,25.509890        ,65535       ,32.575039        ,65535       ,32.915089        ,
13      ,"2016-09-16 21:30:00"         ,65535       ,27.794172        ,65535       ,17.544182        ,65535       ,16.205744        ,65535       ,25.495993        ,65535       ,32.575039        ,65535       ,32.923065        ,
