well_id,z_m,Pb_ppm,Cu_ppm,Fe_ppm,Zn_ppm,Ca_ppm,K_ppm,Mg_ppm,P_ppm,Na_ppm
WLW7,185.408,3.616249608,2.323254328,2132.382428,11.64580336,160.8880165,66.85851923,430.5024646,33.02036217,30.90642084
WLW7,185.251,7.649083775,4.521385591,2904.849215,15.76310752,354.7667704,91.95060937,573.239279,83.03397277,30.67632678
WLW7,185.108,5.491235731,5.334097358,3502.499591,17.02600324,486.9932101,146.9264838,845.2579749,37.04645757,51.76653625
WLW7,185.048,3.096126072,4.767385076,1900.039617,14.59844745,452.3628917,148.9216274,753.3116226,44.97300173,47.25434327
WLW7,184.928,2.384632932,3.501992036,892.7100116,12.27133191,398.143875,104.0031995,601.047527,51.89551513,26.03789525
WLW7,184.808,3.237444082,5.909986173,1234.964505,14.52336954,421.680145,86.46896497,552.6504247,87.2906666,28.98301859
WLW8,186.514,45.99564634,10.77138369,2042.943397,44.03378593,1701.736754,518.770245,496.3563546,379.7664118,42.39209141
WLW8,186.389,36.98892616,10.29008333,2773.58886,33.80045485,457.2595282,321.1697841,449.8845981,267.5789167,42.39209141
WLW8,186.264,3.642375936,1.830147213,2698.689499,9.22820321,66.996729,95.48763761,363.4551954,178.4456734,20.82277055
WLW8,186.195,13.50352918,4.771173128,2390.623561,14.28736376,253.1707373,136.2858767,318.4642521,163.426205,24.86426121
WLW8,186.079,2.394790127,2.54001389,2412.130558,119.4727475,30.94999756,57.54318492,373.5599603,144.5029355,23.91796688
WLW8,185.964,2.096898865,0.986650822,2127.423962,7.141726643,16.41375351,50.14027071,369.7284962,161.7644996,22.62299268
WLW8,185.864,9.802854285,3.144543456,2057.545455,11.73234648,144.6302424,86.24988014,431.6442036,165.831942,23.37747425
WLW8,185.764,2.269776492,1.069307341,2291.637323,5.259028697,24.50875464,46.00159937,407.1641326,85.08597557,23.9577887
WLW8,185.664,8.911985093,2.843652756,1459.388486,3.770572762,25.43161274,30.71367787,496.3563546,45.59028701,31.11438022
WLW8,185.564,6.45399948,2.025860044,2719.830837,12.97162869,140.1640586,219.4579442,414.756477,135.0538162,24.04514884
WLW8,185.464,2.833347187,1.643111491,2431.267097,4.360060409,10.18171045,42.10966506,421.0542724,46.22667598,22.09227402
WLW8,185.364,2.773907716,1.014411586,2074.728391,5.383052429,13.27620313,61.59301987,390.5436846,32.62733626,22.09227402
WLW9,185.498,59.56300114,16.86609753,2756.753521,149.3439538,666.0596429,198.5368507,367.8990582,750.3526873,39.89901976
WLW9,185.378,4.472378265,5.781269328,2105.153897,29.76567794,666.0596429,175.417741,340.9314483,150.4446536,34.28679284
WLW9,185.258,5.173092546,3.230758847,775.0823289,4.230835317,69.52761206,38.06419537,40.06331279,185.019943,36.47343781
WLW9,185.180,2.873974097,1.987726703,384.6398783,6.302855851,94.68931597,42.30670053,56.36648615,223.0274872,32.69377098
WLW9,185.069,1.188531845,1.593595562,216.3072738,2.556694704,31.32073825,26.48202582,52.33488374,155.5394192,32.36223408
WLW9,184.958,1.740583474,1.675955669,365.1572775,3.829228399,66.995792,21.85078276,93.61603145,102.6141984,28.75629929
WLW9,184.872,2.758917446,2.642444662,450.5550597,4.663134822,104.8518161,27.25674851,104.4766622,118.0665024,36.20255608
WLW9,184.765,2.080690962,1.626189333,546.0644957,4.729689121,43.07826215,36.5701415,144.2164579,55.71799056,25.41276247
WLW9,184.658,5.221868984,18.23918481,1605.408432,317.5643431,54.28196703,51.88646196,159.2380531,2.199649739,40.17120882
WLW9,184.572,6.776772302,11.73203176,1555.109421,9.507025645,156.2129273,78.60197766,181.0556087,39.11609862,35.18229835
WLW9,184.465,6.43984626,15.80370913,1201.174881,16.20657152,386.4729597,133.1610285,472.5407365,10.62895888,57.85963359
WLW9,184.358,19.94220019,18.71961612,1586.37836,38.44808459,1919.018779,198.112997,638.1854602,79.20127782,80.53696882
WLW10,185.057,24.15418342,18.52638224,3802.581907,48.34636039,442.5788686,182.3415283,1001.300698,265.7514061,70.4659053
WLW10,184.957,8.630057676,11.41505933,3410.051027,25.45794183,802.5440975,93.9273802,818.6887622,135.0669652,62.55660528
WLW10,184.857,10.0346856,13.02723138,3191.262804,144.0613701,252.6085663,110.5395832,922.3441765,112.1759217,138.6285112
WLW10,184.788,7.103358411,9.350383475,3568.633072,61.30364045,840.2156452,157.3775096,1123.994847,80.34157051,73.47265691
WLW10,184.672,7.079152271,8.522307159,3191.769717,23.73110599,853.5446408,192.7743436,1072.978793,85.03498094,71.29550999
WLW10,184.557,23.52001478,9.5095816,4461.495874,62.86270743,594.7926685,187.5726515,859.8704115,359.2013689,45.83074819
WLW10,184.488,5.519656102,8.34534059,1668.398877,19.84995737,662.8869718,123.7461803,868.3665222,63.92781168,64.05222441
WLW10,184.372,5.262201294,10.26241576,3575.208753,54.77819707,652.6865209,171.216669,1027.995817,84.15373403,81.58298044
WLW10,184.257,3.635664017,5.956929352,3704.80333,34.43777515,417.514612,222.723387,2264.817385,324.0593496,88.61480971
WLW10,184.207,5.756419751,13.15811904,1287.970914,20.64211063,718.6692291,200.8709279,3661.652404,227.9565933,95.64663898
WLW10,184.082,5.226592306,11.79408181,2657.64804,22.55992771,1019.823846,171.8952078,336.034438,76.39610822,94.75869862
WLW10,183.957,8.438411013,10.25699566,2997.874202,37.51567798,1172.373393,277.0603404,2689.073084,190.3155669,31.50486309
WLW11,186.668,5.126367823,3.593403685,1198.985,2820.679373,43.79368083,57.50541342,675.0548195,212.8954718,2669.689966
WLW11,186.533,2.355327026,1.779139658,752.533,583.49341,16.91206574,25.78940159,53.3247681,52.94662839,603.8077359
WLW11,186.398,9.878255795,21.06611848,944.292,28.18684739,355.6962574,58.60556092,115.2018973,86.16319547,47.56285715
WLW11,186.298,6.032,1.036,1114.722,11.257,192.2801107,104.717,526.072,19.049,2103.106618
WLW11,186.198,3.777591167,2.824639294,2074.838,2837.406626,28.863964,53.66099909,1631.984616,283.5634121,4158.650379
WLW11,186.098,2.202630916,2.605491056,3152.372,6.128399204,0.461206027,75.78451644,337.9871177,26.85779881,3.85423851
WLW11,185.998,6.092,11.997,3216.76,14.163,11.52930005,151.526,651.644,53.329,519.7965753
WLW11,185.898,6.27035904,5.975218026,4556.911,1479.829832,22.59739408,100.5161127,452.766184,143.2706922,1035.738912
WLW11,185.798,6.309852634,15.51410658,4500.045,28.535742,239.1862148,265.3910247,1263.636047,136.9731785,37.12692847
