,sensor_id,x_0,y_0,x_peak,y_peak,x_max,x_ymx,y_max,y_min,y_rise,y_rang,x_rise,x_rang,x_day
0,WLW1,1254600.0,0.0305406578564,1260000.0,0.0463098077776,1263600.0,1263600.0,0.055531184573,0.0305406578564,0.0249905267166,0.0249905267166,5400.0,9000.0,14
1,WLW1,1263600.0,0.055531184573,1276200.0,0.098232749992,3600000.0,1296000.0,0.135132597873,0.00234271021219,0.0796014133,0.132789887661,12600.0,2336400.0,14
2,WLW1,3600000.0,0.00440976536209,3668400.0,0.744663337576,4197600.0,3664800.0,0.745912070941,0.00440976536209,0.741502305579,0.741502305579,68400.0,597600.0,41
3,WLW1,4197600.0,0.121233878744,4251600.0,0.592359496947,7700400.0,4255200.0,0.594860390478,0.00312449617267,0.473626511734,0.591735894305,54000.0,3502800.0,48
4,WLW1,7700400.0,0.0219113380952,7740000.0,0.161757553501,12292200.0,7754400.0,0.171376178234,-0.00282864539577,0.149464840139,0.17420482363,39600.0,4591800.0,89
5,WLW1,12292200.0,0.0116681666925,12340800.0,0.328714181444,14650200.0,12369600.0,0.360116356087,-0.00821360223774,0.348448189395,0.368329958325,48600.0,2358000.0,142
6,WLW1,14650200.0,0.00737455850505,14711400.0,0.477877374972,15330600.0,14731200.0,0.50298748027,0.00737455850505,0.495612921765,0.495612921765,61200.0,680400.0,169
7,WLW1,15330600.0,0.145297320012,15339600.0,0.172105352893,16084800.0,15458400.0,0.31875686616,0.06752219202,0.173459546148,0.25123467414,9000.0,754200.0,177
8,WLW1,16084800.0,0.068445975151,16133400.0,0.398267628768,16498800.0,16135200.0,0.398862649034,0.068445975151,0.330416673883,0.330416673883,48600.0,414000.0,186
9,WLW1,16498800.0,0.17074995665,16581600.0,0.58926170672,16779600.0,16603200.0,0.620451490999,0.17074995665,0.449701534349,0.449701534349,82800.0,280800.0,190
10,WLW1,16779600.0,0.513814696827,16830000.0,0.863966617898,18385200.0,16855200.0,0.876012012164,0.307360317898,0.362197315337,0.568651694266,50400.0,1605600.0,194
11,WLW1,18385200.0,0.326168726743,18444600.0,0.78222822734,20235600.0,18446400.0,0.788423511874,0.303994682355,0.462254785131,0.484428829519,59400.0,1850400.0,212
12,WLW1,20235600.0,0.313924814566,20293200.0,1.01146814228,25390800.0,22838400.0,1.09548528681,0.313924814566,0.781560472244,0.781560472244,57600.0,5155200.0,234
13,WLW1,25390800.0,0.714595568631,25452000.0,0.980924993372,25453800.0,25453800.0,0.986014824994,0.714595568631,0.271419256363,0.271419256363,61200.0,63000.0,293
14,WLW1,25453800.0,0.986014824994,25455600.0,0.991104656617,35283600.0,25560000.0,1.07442723762,0.00142357254176,0.088412412626,1.07300366508,1800.0,9829800.0,294
15,WLW1,35283600.0,0.0194107770447,35299800.0,0.0797812209122,39585600.0,35301600.0,0.0864900870388,0.000710278508018,0.0670793099941,0.0857798085308,16200.0,4302000.0,43
16,WLW1,39585600.0,0.0030455181517,39612600.0,0.159799665112,40644000.0,39628800.0,0.198005481824,0.000677663067073,0.194959963672,0.197327818757,27000.0,1058400.0,93
17,WLW1,40644000.0,0.00537913524962,40690800.0,0.341836594117,42912000.0,40708800.0,0.360562421621,-0.00116308684613,0.355183286371,0.361725508467,46800.0,2268000.0,105
18,WLW1,42912000.0,0.0408541302784,42973200.0,0.620094167063,50961600.0,42991200.0,0.660439080303,-0.0104181196462,0.619584950025,0.670857199949,61200.0,8049600.0,131
19,WLW1,50961600.0,0.00225397405886,51039000.0,0.905421201603,54032400.0,51876000.0,1.03217838465,0.00225397405886,1.02992441059,1.02992441059,77400.0,3070800.0,224
20,WLW1,54032400.0,0.703185185622,54066600.0,0.826301125068,55677600.0,54079200.0,0.834443622476,0.402173597544,0.131258436854,0.432270024932,34200.0,1645200.0,260
21,WLW1,55677600.0,0.504655943466,55726200.0,0.813081243519,57200400.0,55742400.0,0.824605625055,0.341672197131,0.319949681589,0.482933427924,48600.0,1522800.0,279
22,WLW1,57200400.0,0.358283386744,57259800.0,0.694372979874,57265200.0,57265200.0,0.709924501029,0.358283386744,0.351641114285,0.351641114285,59400.0,64800.0,297
23,WLW1,57265200.0,0.709924501029,57276000.0,0.75016369541,57778200.0,57276000.0,0.75016369541,0.397796783288,0.040239194381,0.352366912122,10800.0,513000.0,297
24,WLW1,57778200.0,0.397796783288,57801600.0,0.637470080109,58037400.0,57808800.0,0.651082473852,0.396539884277,0.253285690564,0.254542589575,23400.0,259200.0,303
25,WLW1,58037400.0,0.523675382364,58042800.0,0.539113559868,58050000.0,58050000.0,0.557477997149,0.523675382364,0.033802614785,0.033802614785,5400.0,12600.0,306
26,WLW1,58050000.0,0.557477997149,58129200.0,0.903006600995,60368400.0,58320000.0,0.953863474716,0.177921157715,0.396385477567,0.775942317001,79200.0,2318400.0,306
27,WLW1,60368400.0,0.195236151411,60411600.0,0.374698839405,60532200.0,60508800.0,0.446182501279,0.195236151411,0.250946349868,0.250946349868,43200.0,163800.0,333
28,WLW1,60532200.0,0.445689772414,60575400.0,0.641261300284,61498800.0,60638400.0,0.674209370152,0.160387786742,0.228519597738,0.51382158341,43200.0,966600.0,335
29,WLW1,61498800.0,0.162842393463,61531200.0,0.901385149822,62656200.0,61610400.0,0.975165938409,0.162842393463,0.812323544946,0.812323544946,32400.0,1157400.0,346
30,WLW1,62656200.0,0.355489289932,62701200.0,0.601623131904,64042200.0,62704800.0,0.603775168119,-0.00112762159695,0.248285878187,0.604902789716,45000.0,1386000.0,360
31,WLW1,64042200.0,0.0221775492889,64076400.0,0.126164540729,66713400.0,64238400.0,0.154831611798,-0.00390593908306,0.132654062509,0.158737550881,34200.0,2671200.0,11
32,WLW1,66713400.0,0.010509050269,66740400.0,0.281608302604,67917600.0,66736800.0,0.305997773822,-0.00117841937762,0.295488723553,0.3071761932,27000.0,1204200.0,42
33,WLW1,67917600.0,0.0120286893481,67964400.0,0.301588814945,68220000.0,67975200.0,0.303619055147,0.0120286893481,0.291590365799,0.291590365799,46800.0,302400.0,56
34,WLW1,68220000.0,0.0727342082997,68266800.0,0.408918463735,70869600.0,68277600.0,0.411027302899,-0.0108627403099,0.338293094599,0.421890043209,46800.0,2649600.0,59
35,WLW1,70869600.0,0.00494041519417,70920000.0,0.426164202795,71103600.0,70934400.0,0.431268772987,0.00494041519417,0.426328357793,0.426328357793,50400.0,234000.0,90
36,WLW1,71103600.0,0.253231608637,71146800.0,0.487860737922,72876600.0,71143200.0,0.487972694574,-0.00997099781924,0.234741085937,0.497943692393,43200.0,1773000.0,92
37,WLW1,72876600.0,0.0725831264026,72918000.0,0.265732068744,73274400.0,72936000.0,0.278108822633,0.0641186885535,0.20552569623,0.21399013408,41400.0,397800.0,113
38,WLW1,73274400.0,0.0751854078842,73328400.0,0.387724171371,73405800.0,73405800.0,0.475645642087,0.0751854078842,0.400460234203,0.400460234203,54000.0,131400.0,118
39,WLW1,73405800.0,0.475645642087,73420200.0,0.517277887509,75099600.0,73431000.0,0.528658918709,0.0520355122246,0.053013276622,0.476623406484,14400.0,1693800.0,119
40,WLW1,75099600.0,0.0740690319856,75151800.0,0.802665950046,75571200.0,75151800.0,0.802665950046,0.0740690319856,0.72859691806,0.72859691806,52200.0,471600.0,139
41,WLW1,75571200.0,0.648440821396,75616200.0,0.892420948242,76672800.0,75663000.0,0.903918991297,0.376422372738,0.255478169901,0.527496618559,45000.0,1101600.0,144
42,WLW1,76672800.0,0.386078988929,76719600.0,0.683227680047,77830200.0,76757400.0,0.691347417902,0.335474376252,0.305268428973,0.35587304165,46800.0,1157400.0,157
43,WLW1,77830200.0,0.338387777723,77878800.0,0.717170502557,78166800.0,77902200.0,0.742014946673,0.338387777723,0.40362716895,0.40362716895,48600.0,336600.0,170
44,WLW1,78166800.0,0.589545852296,78213600.0,0.860607743417,78780600.0,78226200.0,0.865762137845,0.589545852296,0.276216285549,0.276216285549,46800.0,613800.0,174
45,WLW1,78780600.0,0.716881973923,78814800.0,0.820384566957,80145000.0,78816600.0,0.827075690844,0.403723469652,0.110193716921,0.423352221192,34200.0,1364400.0,181
46,WLW1,80145000.0,0.421004228135,80190000.0,0.716978500468,81090000.0,80199000.0,0.720794779643,0.308781426116,0.299790551508,0.412013353527,45000.0,945000.0,197
47,WLW1,81090000.0,0.319707184886,81153000.0,0.908499896174,83968200.0,82906200.0,1.041516429,0.319707184886,0.721809244114,0.721809244114,63000.0,2878200.0,208
48,WLW1,83968200.0,0.819020448591,84006000.0,0.964861491152,84049200.0,84007800.0,0.972037605315,0.819020448591,0.153017156724,0.153017156724,37800.0,81000.0,241
