Moisture Data ASCII output
Logger ID:  IENWUP001SMP
Last Sampling Interval: 30 minutes
Selected Sites, Probes and Sensors: 
Default: P1: 10[A1], 20[A2], 40[A3], 60[A4], 80[A5], 100[A6]
Output Type:  Separate
Index   ,"Date Time"                   ,A1.Raw      ,A1.Moisture[mm]  ,A2.Raw      ,A2.Moisture[mm]  ,A3.Raw      ,A3.Moisture[mm]  ,A4.Raw      ,A4.Moisture[mm]  ,A5.Raw      ,A5.Moisture[mm]  ,A6.Raw      ,A6.Moisture[mm]  ,
0       ,"2017-01-24 15:00:00"         ,65535       ,39.708233        ,65535       ,39.996262        ,65535       ,34.636787        ,65535       ,32.680817        ,65535       ,33.475864        ,65535       ,33.654438        ,
1       ,"2017-01-24 15:30:00"         ,65535       ,39.708233        ,65535       ,39.996262        ,65535       ,34.636787        ,65535       ,32.680817        ,65535       ,33.475864        ,65535       ,33.654438        ,
2       ,"2017-01-24 16:00:00"         ,65535       ,39.690220        ,65535       ,39.996262        ,65535       ,34.636787        ,65535       ,32.680817        ,65535       ,33.475864        ,65535       ,33.654438        ,
3       ,"2017-01-24 16:30:00"         ,65535       ,39.690220        ,65535       ,39.996262        ,65535       ,34.628555        ,65535       ,32.680817        ,65535       ,33.475864        ,65535       ,33.654438        ,
4       ,"2017-01-24 17:00:00"         ,65535       ,39.699234        ,65535       ,39.983372        ,65535       ,34.628555        ,65535       ,32.672764        ,65535       ,33.467964        ,65535       ,33.646347        ,
5       ,"2017-01-24 17:30:00"         ,65535       ,39.690220        ,65535       ,39.983372        ,65535       ,34.628555        ,65535       ,32.672764        ,65535       ,33.467964        ,65535       ,33.654438        ,
6       ,"2017-01-24 18:00:00"         ,65535       ,39.690220        ,65535       ,39.983372        ,65535       ,34.628555        ,65535       ,32.672764        ,65535       ,33.467964        ,65535       ,33.646347        ,
7       ,"2017-01-24 18:30:00"         ,65535       ,39.690220        ,65535       ,39.983372        ,65535       ,34.628555        ,65535       ,32.672764        ,65535       ,33.467964        ,65535       ,33.646347        ,
8       ,"2017-01-24 19:00:00"         ,65535       ,39.690220        ,65535       ,39.983372        ,65535       ,34.620319        ,65535       ,32.664703        ,65535       ,33.460072        ,65535       ,33.646347        ,
9       ,"2017-01-24 19:30:00"         ,65535       ,39.690220        ,65535       ,39.970486        ,65535       ,34.620319        ,65535       ,32.664703        ,65535       ,33.460072        ,65535       ,33.646347        ,
10      ,"2017-01-24 20:00:00"         ,65535       ,39.681213        ,65535       ,39.970486        ,65535       ,34.612091        ,65535       ,32.664703        ,65535       ,33.460072        ,65535       ,33.646347        ,
11      ,"2017-01-24 20:30:00"         ,65535       ,39.690220        ,65535       ,39.944725        ,65535       ,34.620319        ,65535       ,32.640537        ,65535       ,33.444286        ,65535       ,33.638260        ,
12      ,"2017-01-24 21:00:00"         ,65535       ,39.681213        ,65535       ,39.944725        ,65535       ,34.628555        ,65535       ,32.632488        ,65535       ,33.444286        ,65535       ,33.638260        ,
13      ,"2017-01-24 21:30:00"         ,65535       ,39.681213        ,65535       ,39.944725        ,65535       ,34.620319        ,65535       ,32.632488        ,65535       ,33.436390        ,65535       ,33.638260        ,
14      ,"2017-01-24 22:00:00"         ,65535       ,39.681213        ,65535       ,39.944725        ,65535       ,34.620319        ,65535       ,32.624435        ,65535       ,33.436390        ,65535       ,33.638260        ,
15      ,"2017-01-24 22:30:00"         ,65535       ,39.672203        ,65535       ,39.944725        ,65535       ,34.620319        ,65535       ,32.632488        ,65535       ,33.444286        ,65535       ,33.638260        ,
